"name","website","telephone","fax","description"
"Cantieri del Mediterraneo S.p.a. Italy ","ww.cantieridelmediterraneo.com","+39 081 7858111","+39 081 7858232","Founded in 1911 as Bacini & Scali Napoletani as a ship building and ship repair yard to manage 2 ship building slipways and 2 graving docks in the Port of Naples.\nDuring the entire century the shipyard has been continuously dedicated mainly to ship repair activity as government owned company (lately named as SEBN) up to mid 1993.\nIn 1993 the shipyard became part of a private Group and the ship repair activities and drydock managing have been relieved by Cantieri del Mediterraneo s.p.a.\nStarting in 1998 the shipyard has been significantly reorganized and from 2002 a new investment plan has been approved to improve shipyard facility and services.\n\n\nFacilities\nTypeLengthWidth internalDraftLifting CapacityCrane\n\n\n\nGraving Dock\n335.0m\n40.0m\n10.6m\n \n1 x 25 tons 1 x 5 tons\n\n\nGraving Dock\n206.0m\n21.0m\n7.0m\n \n1 x 6 tons 1 x 10 tons\n\n\nGraving Dock\n115.0m\n16.0m\n5.6m\n \n \n\n\n\nFully equipped repair berths totally 1,450m, max draft 11 meters. Cranes up 650 tons."
"Piraeus Port Authority S.A. OLP Shipyards Greece ","www.olp.gr/en/services/exip-ploiwn/item/614-dry-docks--depar...","+30.210.4060901 - 210.4060892 - 210.4550381","+30.210 4550381","In Piraeus Port Authority S.A. the following dry docks are in operation:a.  Graving docks in Vasiliadi Coast – Drapetsona.Ι.  Large Graving Dry-Dock: Dry docking of vessels with overall length up to 130 meters.ΙΙ. Small Graving Dry-Dock:Dry-docking of vessels with overall length up to 79 meters.\nb. Floating dry-docks in Perama Ship Repair Yard.Ι. Large Floating Dry-Dock: Dry-docking of vessels with a water displacement up to 15,000 tonnes at the maximum.\nDRY DOCKING DEPARTMENT\nPhone: 0030(210) 4060901 - 4060892 - 4550381\nFax: 0030(210) 4060894\nNaval architect: 210 4550381Information & Applications: 210 4060892, 210 4060901, 210 4060894Dry Docks: 210 4613774Floating Docks: 210 4411231"
"MALAYSIA MARINE AND HEAVY ENGINEERING SDN BHD ","www.mhb.com.my","+607 251 2111 +607 251 3891","+607 251 3740","Pasir Gudang YardMMHE has comprehensive on-site facilities. We are able to simultaneously accommodate the construction of large marine structures at our open fabrication yard and supported well equipped workshops, drydocks and shiplift facilities. Other facilities include a 12,000 ton bulk head, heavy lift cranes, computer numerical control and CNC cutting machines.MMHE also offers a unique docking facility, having one of the largest shiplift in the world to cater for vessels of up to 50,000 dwt on its land berth.# Drydock 1 Capacity: 450,000 dwt# Size: 385m x 80m x 14mDrydock 2# Capacity: 140,000 dwt Size: 270m x 46m x 12.5mShiplift System# Click to enlarge the image     Capacity: 50,000 dwt# Size: 188.4m x 33.8m x 8m draftCranage# Click to enlarge the image     11 yard level luffing cranes, 15 to 80 tonnes# 15 tonnes @ 100m max, 80 tonnes @ 50m max# 6 crawler cranes, 150 to 250 tonnesOpen Fabrication Yard# Click to enlarge the image     5 fabrication areas totaling 321,400 square metresLNG Tanker Repair Facilities# Click to enlarge the image     Cryogenic workshop# Invar welding centre# Mobile cargo tanks monitoring instruments console (GTCR)Workshops# Click to enlarge the image     35 workshops covering 99,000 square metres with comprehensive range of machinery"
"Zhoushan Changhong International Shipyard Co.Ltd China ","www.zschship.com","86-0580-8250502, 86-0580-8250883, 86-021-58851271","86-0580-8250502","Zhoushan Changhong International Industrial Park is invested by Jiangsu Xin Changjiang Group in 2011,which is located in Dinghai Industrial Park, Zhoushan Island with great advantage of geographical location. The total investment of the Industrial Park is about 6.7 billions RMB, covering an area of 4300 acres with coastline of 4500 meters. The project of the Park has been divided into two phases. The first stage contains Ship building, ship repairing and ocean engineering. The second stage contains ship recycling, secondhand ship trading and metal resource recycling.\nThere are 300,000 and 80,000 tons each of dry dock, 30,000 LT floating dock, two 150,000-ton berth with outfitting quay of nearly 2000 meters, a 900 tons gantry crane and two 500 tons gantry crane. Annual processing capacity of steel can be reached to 300,000 ton and the shipbuilding to 2.52 million DWT, with construction conditions and capabilities of various types of medium-sized or bigger-sized ship building and pair at home and abroad.\nZhoushan Changhong International Shipyard Co., Ltd.\nShiprepairing DepartmentTel: 86-0580-8250502, 86-0580-8250883, 86-021-58851271Fax: 86-0580-8250502Email: business@zschship.comAddress: No. 20, Zhuzhishan Road, Xiaosha Town, DinghaiDistrict, Zhoushan City, Zhejiang Province, China.Zip code: 316052"
"Alaska Ship & Drydock, Inc. (ASD) ","www.akship.net","+1 (907) 225-7199","+1 (907) 247-7200","Alaska Ship & Drydock was formed in 1994 as a private cooperation whose mission was to perform Shipbuilding & Repair in support of fleets operating in the southeast Alaska Inside Passage, North Pacific and Bering Sea. (ASD ) operates the Ketchikan Shipyard through a 30 year agreement with the Alaska Industrial Development and Export Authority (AIDEA), a State of Alaska Public Corporation, which owns the Ketchikan Shipyard.\nAIDEA is expanding and improving the facility in accordance with competitive best practices identified in he First Marine International Findings for the Global Shipbuilding Industrial Base Benchmarking Study .\nAIDEA will publish the 2009 Ketchikan Shipyard Concept and Preliminary Design guidance document describing the infrastructure, business processes, tooling & workforce Improvement methodology that will establish a sustainable, advanced manufacturing industrial base at the Ketchikan Shipyard.\nFacilities: There is 1100 Feet of deepwater moorage (35 feet at MLLW) with all of the available services as listed above on Dry\nDock #1. Other moorage is available at the ASD facility with some limitations to vessel draft and available services.\nASD’s electrical department is equipped to accomplish virtually any task related to electrical installations.The machinery department includes  lathe work, shaft build up and repair, hub repairs, keyways, boring and facing of small and large items, milling, parts fabrication and duplication, shafting and bearing alignments and installations, reduction gear and clutch rebuilds, pneumatic and hydraulic control systems, pump rebuild and installations, etc.\nRigging and Services include; block and cradle construction for vessel haul-outs (both dry dock and marine ways), rigging and crane operations, heavy lifts and transfers (industrial moving), fuel and ballast transfers, tank cleaning, confined space entry and rescue, shipyard competent persons, hazmat removal and mitigation, installation and maintenance of lifesaving appliances, fire prevention, and general jobsite cleanliness.Coatings, Steel and Pipe, Machine Shop"
"SUEZ SHIPYARD COMPANY Egypt ","suez-shipyard.tripod.com","(+20) 62 3220620 / 3220750","(+20) 62 3227848","Suez shipyard has been established seince about 142 years ago when an agrrement has been signed between the governer of Egypt "" Prince Saeed "" and French company on April 1862 to construct a graven dock for ship repair and shipbuilding with principal daimention 140 m length and 25 m wedth.The execution of project started on Aug. 1882 by manual means. all works finished October 1866. on 1963 becoms on of an affilated companys of Suez Canal Autority The location of Suez Shipyard in the south entrance of Suez Canal , this unique location gives the Suez Shipyard grate importance in ship repair market.\nFloating DockLength overall  302.00 mLength of the pontoon  270.00 mBreadth overall 71.08 mBreadth between the rails of the gantry crane 70.50 mOuter breadth between the side walls on the outside    66.50 mDraught over the blocks: 9.20 m\nGrave dockPricipale daimention and facilities :Length 140 mBreadth 22 mEquipped with 2 cranes 10 / 15 tonnes\nSynchroliftLifting capacity 900 tonnesPlatform length 58 mPlatform width : 16 mNumber of berths: 5\nAddress : 5 Shoadaa El Yemen St. Port Tawfik - Suez - EgyptPhone   : (+20) 62 3220620 / 3220750Fax       : (+20) 62 3227848\nsuez_shipyard@hotmail.com"
"Herma Shipyard Inc. HSI Philippines ","www.hermagroup.com.ph","+63 2 922 3421, Mobile: 0917.571.8150","+63 2 929 8570","Herma Shipyard Inc. (HSI) is a Filipino-owned shipyard of exceptional potential, founded on a desire to offer Filipinos gainful employment in their own country and distinguished by its unparalleled commitment to attaining world-class standards.\nHSI offers complete and integrated shipyard services, marked by competitive pricing, on time-delivery, and personalized attention for every client.HSI is a 17-hectare facility in the port town of Mariveles (Bataan). The shipyard is 34 nautical miles west of Manila and 157 kilometers by road. It can be reached by ferry, car, or bus. It is situated within a natural cove that offers protection from adverse weather conditions.\nIt is located along the domestic and international shipping routes.\nThe facilities consist of the following:Berthing AreasGraving Dock (Width: 27 meters. Length: 159.05 meters. Depth: 12.20 metersPB 2 (Length: 142 meters. Depth: 7 meters)PB 3 (Length: 149 meters. Depth: 7.8 meters)Slipway (Length: 120 meters. Width: 20 meters)"
"Gensan Shipyard Philippines ","www.gensanshipyard.com.ph","+63 9173153548","","The Gensan Shipyard and Machine Works Inc. (GSMWI) was founded in the Philippines in 1999 to handle the dry-docking, repair and construction needs of all fishing and service delivery boats. Gensan Shipyard is owned by the RD Corporation and the family of Rodrigo E. Rivera Sr., Mr. Rivera is recognized as one of the country’s successful business entrepreneur whose RD Group employs more than ten thousand workers.Originally founded in order to cater our own fishing and service fleets.\nOur cutting-edge facilities in Mindanao contain gigantic twin slipways with combined lifting capacity of 10, 000 tons two floating dry-docks, with a combined lifting capacity of 4,000 GRT (gross-registered tonnage).\nGensan Shipyard and Machine Works, inc.     2 Floating     117     20     2500 3 Floating      75      17      1500\nP.O. Box 507 Siguil, Tinoto, Maasim, Sarangani Province, 9502 Philippineswww.gensanshipyard.com.phsales.marketing@gensanshipyard.com.ph"
"Subic Drydock Co. Philippines ","www.subicdock.com","(+6347) 252-8183 to 85 & 89, (+6347) 252-8201","","SDC is a Philippine registered Corporation providing ship repair services at the Subic Bay Freeport Zone. SDC is located 65 nautical miles from Manila and is a natural deep water port. SDC is a full service shipyard, employing experienced engineers and naval architects who work alongside SDC's highly trained in-house and sub-contractor workforce.\nSDC is a full service shipyard, employing experienced engineers and naval architects who work alongside SDC's highly trained in-house and sub-contractor workforce.\nTwo Drydocks:1. AFDM5 (RINA Certified)10,000 Lift CapacityLOA of 168.24 meters and breadth of inner wall of 29.26 metersUS Navy constructed self-docking type floating dockFresh Water Supply, LP/HP Air, Saltwater Cooling and Fire Lines\n2. FD24,400 Ton Lift CapacityLOA of 48 meters and breadth of inner wall of 26 metersRecently had its pontoon deck and wing walls refurbishedFresh Water Supply, LP/HP Air, Saltwater Cooling and Fire Lines\nBldg. 41 Mabini St. Cor. Gridley Road, Global Industrial Park, Subic Bay Freeport Zone, 2222 Philippines\nPhone(+6347) 252-8183 to 85 & 89\nPhone(+6347) 252-8201\ninfo@subicdock.comhttp://www.subicdock.com "
"Pharung Shipyard Vietnam ","www.pharung.com","(84-31) 875 066, 875 134, 875 128","(84-31) 875 067, 875 228, 875 205","Since the established in 1984, hundreds domestic and foreign vessels have been repaired in the Shipyard.“Pharung Shipyard Company” has been established in 1984, as a join venture between Vietnam and Finland. The Company, located at MinhDuc Town, Vietnam, possesses modern high technology equipment and Quality Managing in compliance with ISO 9002/1994, thus being capable to undertake Shiprepairs and Conversions at high quality standards.\nOn that basis, the Shipyard has carried out many Shiprepairs of Vietnamese and international vessels. His main activities are voyage repairs, fabrication and installation of heavy steel constructs for projects, etc.\nPHARUNG SHIPYARD COMPANY had establish and applying sucessful Quality managing in compliance with ISO 9002/1994. We are pledging to meet the requirements, what have been agreed with the customers, quality and on time delivery are importance elements to drawing customers come to our Shipyard.\nFrom year 2003, shipyard beginning building the vessel up to 10.000 DWT\nMAIN BUSINESS ACTIVITIES\n- Repair and conversion at the shipyard.  Voyage repair.- Repair & Marine services at the Branches.- Fabricate and installation heavy steel constructs for projects.- Discharging at the piers of the shipyard.- Demolishing old vessels.\nFloating Dock 156.0x25.0 DWT:16,000 Lifting:4,200T Cranes:1 x 15 T/28m 10T/43m\nAddress: MinhDuc Town, Thuynguyen District, Haiphong CityTel: (84-31) 875 066, 875 134, 875 128Fax: (84-31) 875 067, 875 228, 875 205"
